GENDER,AGE,NETMONTHLYINCOME,Credit_Score,num_times_delinquent
F,38,18200.0,684,0
M,41,25000.0,681,0
M,24,25000.0,680,0
M,32,25000.0,731,0
F,35,25000.0,656,3
M,34,32500.0,749,0
M,28,21000.0,663,12
M,34,35000.0,693,7
M,34,25000.0,667,2
M,32,50000.0,656,0
M,29,24000.0,675,0
M,39,21700.0,701,0
M,25,20000.0,659,0
M,27,13500.0,684,0
F,36,40000.0,671,1
M,55,44567.0,691,0
M,52,25000.0,670,1
M,44,30000.0,717,0
M,23,20000.0,648,1
M,29,20000.0,668,0
M,26,35000.0,671,2
M,25,18000.0,628,1
M,30,30000.0,692,11
M,42,25000.0,680,0
M,37,16000.0,706,0
M,34,29500.0,646,12
M,24,20000.0,656,1
M,37,15000.0,672,0
F,24,20000.0,676,0
M,44,14000.0,683,0
M,24,28000.0,660,0
M,37,20000.0,657,1
F,40,48000.0,673,0
M,22,15000.0,680,0
M,32,13000.0,652,0
M,41,40000.0,683,0
M,32,18000.0,678,0
M,48,15000.0,664,3
M,25,17000.0,684,0
M,33,25800.0,663,0
M,32,13000.0,688,0
M,30,24000.0,675,5
M,29,15000.0,696,0
F,38,9000.0,673,0
M,25,27000.0,683,8
M,44,24000.0,668,0
M,46,25000.0,673,0
M,45,40000.0,672,0
F,54,24000.0,679,0
M,61,25000.0,728,0
M,29,19500.0,674,9
F,26,15000.0,644,1
M,30,37000.0,677,0
M,40,34000.0,704,0
M,38,32500.0,729,0
M,38,35000.0,715,0
M,38,20000.0,660,0
M,25,17000.0,671,0
F,44,14500.0,657,0
M,22,20000.0,666,0
M,41,40000.0,676,8
F,34,45000.0,673,0
M,30,30000.0,684,0
F,31,17000.0,691,0
M,37,25000.0,685,0
M,29,20000.0,651,1
F,26,20000.0,670,0
M,36,21100.0,700,0
M,26,12000.0,679,2
M,25,35000.0,675,0
M,39,15000.0,688,0
M,41,30000.0,672,0
M,40,20000.0,697,4
M,51,30000.0,716,1
M,35,42600.0,680,0
M,27,30000.0,673,0
M,24,20500.0,673,0
M,30,45000.0,647,0
M,31,13000.0,645,1
M,34,20000.0,687,0
M,32,20000.0,701,0
M,27,25000.0,696,0
F,36,20000.0,688,12
M,29,13000.0,670,2
M,42,20000.0,672,0
M,50,22000.0,767,0
M,22,22000.0,674,0
M,23,20000.0,664,0
M,34,25000.0,663,0
M,26,20000.0,675,0
F,35,15000.0,669,1
F,40,23000.0,658,2
M,29,16000.0,669,0
M,41,30000.0,659,21
M,60,17500.0,723,0
F,34,25000.0,655,0
M,35,10000.0,682,0
M,31,19999.0,655,0
M,49,20000.0,669,0
F,25,23000.0,676,0
M,40,20000.0,653,0
M,30,52000.0,719,0
M,24,12000.0,665,0
M,31,14800.0,714,0
M,34,20000.0,698,1
F,29,15000.0,697,0
M,43,19000.0,657,5
M,43,38164.0,680,8
M,21,23000.0,670,0
M,40,40000.0,684,0
M,31,25000.0,681,0
M,24,35000.0,675,0
M,43,12000.0,682,0
F,44,18000.0,687,0
M,47,45000.0,686,0
M,22,20000.0,672,2
M,29,27000.0,692,2
M,45,10000.0,678,0
M,25,27000.0,665,0
M,31,35000.0,718,0
M,26,15000.0,677,0
M,23,40000.0,676,0
M,28,19000.0,677,0
F,48,31000.0,701,0
M,34,16050.0,675,0
M,34,50000.0,679,0
M,37,16500.0,649,3
M,23,20000.0,668,5
M,25,15000.0,684,0
M,33,14000.0,664,3
M,35,21000.0,690,0
M,39,25000.0,699,2
M,22,16000.0,667,0
M,35,24500.0,697,0
F,37,20000.0,672,0
M,34,23000.0,653,0
M,25,28000.0,652,6
M,31,18000.0,654,0
M,21,11300.0,677,0
M,36,20000.0,692,0
F,27,20000.0,698,0
M,34,26000.0,648,6
M,27,20000.0,678,0
M,27,30000.0,671,0
M,29,18000.0,666,1
M,23,18000.0,663,2
M,36,12000.0,673,0
M,40,18000.0,691,0
M,24,17000.0,678,0
M,22,9568.0,666,0
M,21,14000.0,706,0
M,34,40000.0,711,0
M,44,52000.0,701,0
M,25,50000.0,671,1
F,43,13000.0,668,0
M,40,20400.0,689,0
M,22,25000.0,670,0
M,26,95000.0,670,0
F,29,15000.0,678,0
F,40,16000.0,731,0
M,28,20000.0,666,0
M,22,27000.0,674,0
F,27,18000.0,650,1
M,25,60000.0,693,0
M,32,17000.0,662,12
M,38,19000.0,676,0
M,65,10000.0,719,0
M,56,10000.0,688,0
M,28,18500.0,686,0
M,35,37000.0,686,0
M,24,22000.0,659,0
M,28,95000.0,702,0
M,21,15000.0,672,5
M,33,20000.0,661,0
M,25,9000.0,681,0
M,28,28000.0,675,11
M,25,55000.0,685,0
M,31,30000.0,687,0
M,23,35000.0,670,0
M,25,24000.0,666,0
M,48,120000.0,652,4
M,36,85000.0,671,12
F,21,20000.0,690,9
M,33,15000.0,676,0
M,44,24044.0,743,0
M,33,27000.0,686,0
M,33,18600.0,725,0
M,36,25000.0,657,9
M,40,22000.0,663,0
M,53,28000.0,681,1
M,26,15000.0,666,0
M,21,25000.0,689,0
M,29,12000.0,702,0
M,26,38000.0,663,6
M,44,25000.0,702,0
M,31,20000.0,678,0
M,29,25000.0,665,0
M,57,30599.0,673,16
M,24,21000.0,651,1
F,40,15000.0,689,0
M,41,28000.0,674,0
F,23,16000.0,687,0
M,25,24800.0,684,0
M,39,48000.0,636,0
F,31,20000.0,688,0
M,38,12000.0,665,0
M,24,11000.0,678,0
M,32,22000.0,654,3
M,28,22000.0,659,0
M,27,15000.0,667,0
M,38,24000.0,691,0
M,41,28500.0,687,6
M,50,54000.0,673,14
M,28,32000.0,674,0
M,58,35000.0,694,11
M,34,35000.0,678,3
M,40,15000.0,688,0
F,38,14000.0,687,0
M,47,18000.0,683,0
M,31,34500.0,678,0
M,35,49000.0,690,0
M,48,27000.0,686,1
M,25,15000.0,681,0
M,30,20000.0,668,0
M,39,18500.0,682,0
M,39,25000.0,680,0
F,34,18000.0,693,13
M,41,34000.0,678,0
M,46,35000.0,712,0
M,31,48000.0,697,5
M,39,24900.0,690,2
M,43,30000.0,699,0
M,32,10000.0,683,0
F,30,15000.0,685,0
M,35,20000.0,695,2
F,22,10000.0,689,0
M,34,40000.0,672,2
M,38,11500.0,670,1
M,21,20000.0,682,0
M,32,35000.0,675,0
M,33,13800.0,682,0
F,25,19300.0,667,0
F,49,29000.0,654,0
M,30,8017.0,668,0
M,48,43000.0,694,4
M,41,33000.0,660,7
M,33,28000.0,682,0
M,38,15000.0,681,1
F,39,20000.0,700,0
M,49,38023.0,698,0
M,29,21000.0,663,0
M,24,24000.0,683,0
M,26,15000.0,688,0
M,21,20000.0,680,0
M,25,42822.0,690,0
F,31,10500.0,670,4
M,32,13000.0,700,0
M,36,55000.0,655,1
M,27,22000.0,662,0
M,34,16000.0,670,9
M,35,25000.0,689,0
M,23,41500.0,647,10
M,30,28000.0,668,0
M,25,20000.0,654,1
M,23,10000.0,664,0
M,29,20000.0,640,0
M,30,28000.0,664,0
M,34,15000.0,678,3
M,21,30000.0,668,0
M,25,20000.0,682,0
M,38,15000.0,658,4
M,21,21700.0,664,1
M,31,15000.0,670,0
M,51,38000.0,699,0
M,43,42000.0,680,17
M,61,30000.0,687,0
M,22,13000.0,659,0
F,36,25000.0,662,0
M,27,30000.0,671,0
M,25,15000.0,634,6
M,37,30000.0,681,0
M,29,40000.0,671,0
M,45,25000.0,656,1
F,55,25000.0,675,0
M,39,25000.0,684,0
M,38,25000.0,714,19
M,22,16000.0,686,0
M,29,12000.0,686,0
M,45,30000.0,735,0
M,25,30000.0,654,3
M,56,40000.0,705,0
M,40,30000.0,674,12
M,37,27000.0,746,2
M,31,21000.0,648,19
M,29,20000.0,687,0
M,27,25000.0,657,5
M,30,25000.0,686,0
M,46,30000.0,689,0
M,42,15000.0,717,0
F,39,19000.0,715,0
M,40,35000.0,694,0
M,30,32000.0,676,0
M,64,30000.0,732,0
M,23,18000.0,665,7
M,41,22000.0,682,0
M,28,16000.0,633,4
M,21,25000.0,667,0
F,27,30000.0,665,0
F,45,30000.0,670,0
M,31,20000.0,665,0
M,49,23000.0,654,1
M,28,14800.0,681,0
M,38,29000.0,675,0
M,23,24000.0,679,0
M,42,11000.0,708,0
M,37,24000.0,696,5
M,47,24000.0,708,0
M,51,50000.0,674,0
M,30,23000.0,709,0
M,26,30000.0,655,0
M,46,33500.0,682,15
M,35,11000.0,691,0
F,41,20000.0,673,0
F,30,35000.0,660,0
M,25,21000.0,676,0
M,24,17000.0,696,0
M,32,15000.0,682,0
M,27,30000.0,662,1
M,38,25000.0,679,3
M,32,25000.0,675,0
M,30,12850.0,667,4
F,36,15000.0,710,0
F,50,22500.0,670,4
M,60,25000.0,693,0
M,45,15000.0,681,0
M,26,20000.0,668,0
M,25,8000.0,678,0
M,42,28000.0,679,2
M,54,45000.0,678,0
M,31,25000.0,698,0
M,27,19500.0,693,0
M,43,36000.0,671,0
M,50,28500.0,715,0
M,51,55000.0,689,0
M,21,15000.0,674,3
M,21,30000.0,613,0
M,32,35000.0,684,0
M,28,20000.0,695,0
M,38,30000.0,676,1
M,42,16000.0,682,0
M,31,30000.0,676,0
M,46,20769.0,687,0
M,24,35000.0,663,0
M,35,23000.0,678,13
M,55,30000.0,684,0
M,33,30000.0,635,1
M,24,40000.0,678,0
M,31,11000.0,672,0
M,24,20000.0,632,0
M,33,11000.0,658,0
M,38,25000.0,690,0
M,26,27000.0,662,0
M,27,28000.0,669,0
M,31,18000.0,719,0
M,36,19200.0,678,0
M,44,37000.0,727,2
M,21,30000.0,644,1
M,32,30000.0,660,3
M,38,50000.0,701,0
M,30,50000.0,569,0
M,41,15000.0,679,0
M,35,40000.0,665,0
M,41,25000.0,687,0
M,25,25000.0,684,0
M,42,40000.0,675,0
M,43,28990.0,641,16
M,51,17500.0,688,0
M,30,35000.0,671,21
M,21,12000.0,662,1
M,40,18000.0,671,0
M,40,36000.0,710,7
M,36,15000.0,697,0
M,21,20000.0,671,6
M,57,34000.0,677,0
M,27,13000.0,676,0
M,28,12000.0,685,0
M,21,17000.0,686,0
M,22,11000.0,662,0
M,58,25000.0,689,0
M,26,18000.0,638,0
M,38,13000.0,688,0
M,28,23500.0,632,9
M,28,25000.0,682,0
M,37,45000.0,680,7
M,25,18800.0,682,0
M,27,20000.0,712,0
M,22,19000.0,660,2
M,33,27000.0,680,0
M,49,16400.0,680,0
M,30,18000.0,674,0
M,38,35000.0,681,0
F,45,15000.0,685,0
M,46,15000.0,688,0
M,56,60000.0,704,0
M,43,38000.0,685,0
M,27,16000.0,677,0
M,52,24000.0,651,1
M,38,30000.0,694,0
M,33,14387.0,683,14
M,27,35000.0,627,0
M,33,15000.0,625,10
M,39,35000.0,714,12
M,39,20000.0,665,1
M,38,18000.0,700,0
M,30,35000.0,686,7
M,32,18000.0,709,0
M,33,22000.0,675,11
M,41,16500.0,675,0
M,32,60000.0,688,0
M,52,35000.0,673,0
M,46,25000.0,700,0
M,22,18500.0,687,0
M,31,17000.0,689,0
M,25,25000.0,640,4
M,54,40000.0,775,0
M,24,30000.0,681,0
M,23,12000.0,696,0
M,26,18000.0,669,0
M,26,23000.0,699,0
M,42,50000.0,685,0
F,29,32000.0,642,3
M,30,35000.0,669,0
M,38,35000.0,664,1
M,40,20000.0,660,0
M,46,28000.0,683,0
M,37,23000.0,668,4
M,25,22000.0,657,0
M,28,17000.0,684,3
M,25,20000.0,680,0
M,25,25000.0,677,1
M,24,15000.0,673,0
M,28,17000.0,681,0
M,61,75000.0,690,0
F,41,22000.0,670,0
M,43,30000.0,675,2
M,41,35000.0,654,7
M,32,30000.0,701,0
M,24,24000.0,665,0
M,30,25000.0,704,0
M,37,35000.0,661,0
M,29,30000.0,678,0
M,47,30000.0,653,0
M,39,15000.0,691,0
M,36,8000.0,654,5
M,23,15000.0,673,0
M,43,25000.0,666,0
M,41,49000.0,723,17
F,30,25000.0,683,7
M,45,24000.0,672,3
M,54,12000.0,682,0
M,30,18000.0,700,0
M,29,25000.0,692,0
F,26,35000.0,679,0
M,41,32000.0,684,0
M,22,15000.0,687,0
M,35,26000.0,705,7
F,41,17000.0,669,0
M,26,20000.0,696,0
M,33,23000.0,682,0
M,45,16000.0,666,2
M,36,40000.0,672,1
F,29,18000.0,684,0
M,39,20000.0,673,0
M,49,18000.0,693,0
M,43,25000.0,680,0
M,38,55000.0,672,0
M,50,28000.0,682,0
M,23,23000.0,667,0
M,41,30000.0,657,0
M,30,27800.0,677,0
M,27,30000.0,693,0
M,42,20000.0,670,0
M,52,65000.0,666,1
M,28,12000.0,690,0
M,31,18000.0,652,1
F,37,13000.0,679,0
F,58,20000.0,684,0
M,25,28000.0,668,0
M,35,17000.0,694,0
M,28,25000.0,699,0
M,31,25000.0,650,0
M,30,25000.0,687,0
M,26,34000.0,674,13
M,42,18000.0,684,0
M,37,11000.0,708,0
M,32,21000.0,701,0
M,34,15000.0,670,0
M,48,60000.0,672,4
M,29,42500.0,687,0
F,38,35000.0,681,0
M,44,16500.0,667,0
M,24,15000.0,657,0
M,44,30000.0,691,1
F,25,18000.0,679,0
M,44,55000.0,691,0
M,22,22300.0,663,2
M,24,68000.0,678,0
M,22,58000.0,664,0
M,27,18000.0,727,2
M,42,40000.0,677,0
M,28,22000.0,679,0
M,22,18000.0,692,0
M,31,15000.0,676,0
M,30,15000.0,677,0
F,42,18000.0,682,0
M,36,40000.0,669,6
M,23,25000.0,661,0
M,22,25000.0,664,0
M,37,14000.0,690,0
M,31,40000.0,670,7
M,33,22000.0,697,0
M,22,21000.0,678,0
M,35,30000.0,668,0
M,41,25000.0,670,0
M,34,23000.0,681,0
F,23,20000.0,674,0
M,44,46490.0,685,0
M,30,18000.0,675,3
M,37,20000.0,665,0
M,33,8000.0,680,0
M,28,35000.0,681,0
M,60,45000.0,704,5
M,32,18000.0,676,1
M,24,20000.0,682,0
M,24,20000.0,694,1
M,49,70000.0,663,1
F,39,13000.0,683,0
M,38,20000.0,723,0
M,29,12000.0,675,0
M,36,25000.0,670,0
M,25,22000.0,675,0
M,34,32000.0,658,1
M,44,20000.0,676,3
M,23,19800.0,656,0
M,50,40000.0,706,3
M,21,22000.0,679,0
M,34,20000.0,661,2
M,27,9500.0,678,0
F,47,17000.0,696,3
M,29,28500.0,689,0
M,27,25000.0,649,0
M,37,42000.0,692,8
M,40,30000.0,681,9
M,35,15000.0,688,0
M,26,12000.0,664,3
M,30,12000.0,690,0
M,23,23000.0,659,1
M,33,25000.0,658,0
M,45,61658.0,686,0
M,27,20000.0,670,2
M,29,15500.0,666,0
M,36,24000.0,679,21
M,22,18000.0,660,1
M,22,13600.0,667,0
M,22,15000.0,678,4
M,38,22000.0,680,0
M,29,18000.0,686,0
F,34,11500.0,681,0
M,27,30000.0,668,0
M,24,15500.0,666,1
M,27,50000.0,682,0
M,38,28400.0,672,0
F,42,14000.0,682,0
M,30,17000.0,692,0
M,26,24000.0,671,0
M,28,38000.0,701,0
M,32,30000.0,664,0
F,29,22000.0,698,0
F,33,20000.0,730,0
M,28,25000.0,662,0
M,46,24000.0,720,0
M,32,65000.0,674,1
M,21,16000.0,689,0
F,42,25000.0,692,0
M,35,14000.0,671,0
F,38,30000.0,672,0
M,29,23500.0,696,0
M,43,25000.0,672,0
M,35,69000.0,683,1
M,31,40000.0,667,1
M,24,25000.0,657,0
M,24,48000.0,640,0
M,36,25000.0,668,0
M,24,120000.0,685,0
M,46,43500.0,663,21
M,34,30000.0,694,12
M,27,18000.0,657,0
M,24,27000.0,684,0
M,33,27500.0,660,1
M,40,15000.0,663,1
M,33,25000.0,670,0
M,35,14000.0,676,3
M,42,20000.0,684,9
M,35,25000.0,696,0
M,23,30000.0,679,0
M,45,30000.0,668,0
M,35,60000.0,701,0
M,25,15000.0,655,2
M,24,25000.0,675,0
M,37,25000.0,671,0
M,24,22000.0,671,0
M,38,41500.0,681,1
M,44,19000.0,669,17
M,34,40000.0,694,0
M,35,15000.0,677,0
M,24,30000.0,680,0
M,25,17000.0,631,0
M,44,18000.0,705,14
F,24,12000.0,685,1
F,33,30000.0,661,0
M,32,31580.0,660,0
M,37,20000.0,741,2
M,33,50000.0,684,0
M,36,16000.0,685,0
M,28,18000.0,690,0
M,23,55000.0,643,0
M,34,17000.0,683,0
M,44,80000.0,712,0
M,28,24000.0,670,0
M,39,25000.0,705,2
M,26,17500.0,671,0
M,28,20000.0,661,0
F,41,20000.0,657,2
M,41,15000.0,720,0
M,32,22000.0,674,0
M,29,50000.0,742,0
M,22,45000.0,679,0
M,28,18000.0,649,1
M,28,30500.0,652,0
M,27,18000.0,677,0
M,34,14500.0,666,0
M,55,27000.0,690,0
F,40,20000.0,700,1
F,33,3500.0,679,2
M,30,30000.0,701,0
M,39,11000.0,673,0
M,51,45000.0,669,1
F,24,18500.0,659,0
M,32,30000.0,714,0
M,25,15800.0,650,0
M,21,16000.0,675,0
M,40,16000.0,667,0
F,41,10000.0,720,0
F,28,20000.0,680,0
M,23,15000.0,640,14
M,24,25000.0,679,0
M,37,15000.0,668,0
F,37,12000.0,682,0
M,33,43000.0,681,5
M,48,16000.0,708,0
M,30,62000.0,664,0
F,29,25000.0,675,0
M,32,25000.0,686,0
M,25,19000.0,688,0
M,32,20000.0,684,6
M,52,25000.0,677,8
M,62,40000.0,688,0
M,36,20000.0,710,0
M,30,28000.0,663,0
F,26,20000.0,666,0
M,30,13500.0,656,0
M,52,25000.0,691,0
M,31,25000.0,679,0
M,28,25000.0,689,0
M,35,24000.0,677,0
M,35,40000.0,679,0
M,46,11000.0,682,3
M,49,24000.0,671,1
M,27,30000.0,675,1
F,41,15000.0,690,0
M,52,35000.0,707,0
F,28,15000.0,677,1
M,36,18000.0,721,0
F,27,18000.0,669,0
M,33,38000.0,725,0
M,34,34000.0,707,6
M,51,48000.0,683,1
F,64,35000.0,752,0
M,28,30000.0,692,1
F,43,37000.0,657,3
M,32,15000.0,655,0
M,38,18500.0,701,0
M,42,22000.0,666,0
M,32,18000.0,671,0
F,39,20000.0,690,0
F,34,92000.0,710,0
M,28,30000.0,681,0
M,25,25000.0,664,0
M,32,15000.0,666,13
M,39,32000.0,702,0
M,25,15000.0,665,0
M,49,19500.0,700,0
M,29,18000.0,647,6
M,31,30000.0,689,24
M,33,30000.0,668,4
M,44,28000.0,671,0
M,22,20000.0,659,1
M,21,30000.0,668,0
M,38,20000.0,694,0
M,29,28000.0,656,12
M,24,20000.0,551,34
F,49,22000.0,684,0
M,51,20000.0,658,0
M,51,70000.0,662,0
M,28,8600.0,670,0
M,27,24000.0,677,0
M,21,20000.0,675,0
M,39,24000.0,701,3
M,42,31000.0,691,0
M,45,50000.0,713,0
M,24,7000.0,688,0
M,43,25800.0,671,0
M,23,28000.0,679,0
M,34,30000.0,664,2
M,47,30000.0,673,0
F,30,25000.0,686,0
M,24,30000.0,643,0
M,22,35000.0,678,1
M,29,20000.0,679,0
M,32,12000.0,680,0
M,41,35000.0,714,2
M,35,17000.0,701,0
M,28,10000.0,656,0
M,24,25000.0,662,0
M,37,20000.0,681,0
M,49,21000.0,672,0
M,36,25000.0,688,0
M,40,40000.0,722,4
M,31,30000.0,700,0
M,40,35000.0,701,0
M,48,20000.0,715,0
M,31,25000.0,665,0
M,22,18800.0,688,0
F,31,38000.0,687,0
M,31,28000.0,665,0
M,40,28000.0,680,0
M,28,15000.0,686,0
M,32,27000.0,679,0
M,28,25000.0,672,0
F,47,20000.0,672,1
M,30,16000.0,672,0
M,25,20000.0,671,0
M,27,39000.0,670,2
M,45,27000.0,670,3
M,31,52000.0,711,0
M,25,40000.0,682,0
M,22,14000.0,665,0
M,28,20000.0,684,1
M,33,20000.0,669,1
M,33,35000.0,700,0
M,21,20000.0,642,1
M,64,30000.0,721,0
M,35,30000.0,691,0
M,27,16000.0,638,3
F,30,15000.0,664,0
M,29,25000.0,669,1
M,31,25000.0,674,0
M,34,60000.0,660,6
M,25,16000.0,674,0
M,50,25000.0,639,0
M,25,40000.0,667,0
F,47,30000.0,671,0
M,29,16500.0,690,0
M,39,40000.0,706,14
M,39,15000.0,663,0
F,41,15000.0,655,7
F,22,24000.0,675,0
M,24,32790.0,671,1
M,26,10500.0,685,0
M,38,20000.0,712,0
M,37,25000.0,700,0
M,47,17000.0,708,1
M,51,20000.0,675,0
M,24,35000.0,656,3
M,28,46000.0,654,1
F,37,100000.0,734,8
F,22,20000.0,695,0
M,25,29000.0,681,0
M,21,11000.0,676,0
M,37,40000.0,624,5
F,46,30000.0,668,10
M,48,39000.0,679,0
M,34,60000.0,675,0
M,29,12000.0,706,5
M,29,15000.0,690,0
M,36,30000.0,664,0
M,41,30000.0,678,0
M,49,95000.0,692,0
M,27,21000.0,645,0
M,27,12000.0,662,0
M,39,50000.0,767,33
M,31,20000.0,635,5
M,30,10000.0,714,0
M,43,35000.0,684,0
F,23,12000.0,665,0
M,35,20000.0,670,0
M,27,19000.0,675,0
M,22,19000.0,683,0
M,24,19000.0,678,0
M,25,8000.0,698,1
M,36,12000.0,679,0
M,24,12000.0,660,0
M,38,9000.0,679,0
M,33,50000.0,698,0
M,27,48000.0,679,0
M,32,30000.0,663,4
M,49,16700.0,670,0
M,42,17000.0,709,0
M,35,20000.0,733,0
M,30,34000.0,639,4
M,35,11000.0,670,0
M,26,15000.0,682,0
M,36,55000.0,685,0
M,39,35000.0,690,0
F,23,8500.0,693,0
M,31,20000.0,679,15
M,24,20000.0,666,10
M,34,12000.0,682,1
M,32,16000.0,683,0
M,28,19000.0,678,0
M,30,20000.0,708,0
M,48,45000.0,660,2
M,24,35000.0,657,0
M,26,15000.0,673,0
M,39,15000.0,665,0
M,32,25000.0,700,0
M,23,20000.0,663,2
M,26,18000.0,678,0
M,22,14000.0,664,5
F,41,22000.0,691,0
M,26,30000.0,642,6
M,28,20000.0,658,0
M,22,19000.0,659,1
F,35,16000.0,671,0
M,27,15000.0,679,0
M,25,15000.0,693,7
M,29,23000.0,708,0
M,22,25000.0,686,0
M,30,15000.0,667,4
M,29,25000.0,680,1
M,24,25000.0,681,0
M,57,52000.0,666,1
M,37,20000.0,652,0
F,35,20000.0,657,7
M,42,40000.0,724,0
M,25,20000.0,633,0
M,27,15000.0,711,0
M,49,25000.0,679,0
F,23,9000.0,677,0
M,26,18000.0,677,0
M,26,18000.0,684,0
M,45,20000.0,741,0
M,21,40000.0,672,0
M,43,30000.0,671,9
M,22,27000.0,685,0
M,43,31000.0,672,0
M,38,26000.0,729,0
M,50,21500.0,688,0
F,39,25500.0,710,0
M,35,35000.0,675,0
M,45,20000.0,673,0
M,30,20000.0,719,0
M,35,16000.0,681,0
M,38,22000.0,679,0
M,26,16000.0,657,2
M,50,23500.0,740,0
M,45,30000.0,713,0
M,32,18000.0,658,5
M,36,16000.0,685,5
M,35,20000.0,664,0
M,29,35000.0,690,0
F,24,18000.0,672,0
M,35,35000.0,681,0
M,26,27000.0,678,0
M,22,25000.0,679,0
M,24,22000.0,702,0
M,46,30000.0,689,0
M,24,23000.0,686,0
M,27,18000.0,689,0
M,23,16000.0,670,0
M,40,25000.0,678,0
M,40,31000.0,691,0
M,34,12000.0,694,0
M,25,12500.0,671,0
M,29,15000.0,683,0
F,27,55000.0,677,0
M,40,42000.0,709,0
M,35,18000.0,685,0
M,37,35400.0,694,0
M,42,33000.0,717,20
M,44,20000.0,718,0
M,38,13000.0,687,0
M,31,30000.0,659,27
M,27,20000.0,676,1
M,36,22000.0,686,0
M,22,29500.0,690,0
M,23,20000.0,680,0
M,41,50000.0,686,28
F,42,10000.0,702,20
F,35,15000.0,698,0
M,26,14000.0,664,0
M,34,27000.0,677,0
M,31,21235.0,698,0
M,31,35000.0,695,0
M,43,50000.0,731,22
M,26,35000.0,681,0
M,37,15000.0,682,0
F,56,25000.0,661,0
M,41,15000.0,683,1
M,25,20000.0,666,0
M,31,25000.0,684,1
M,42,24000.0,683,0
M,34,30000.0,655,2
M,34,20000.0,654,3
M,27,25000.0,662,5
M,24,21000.0,671,0
M,29,25000.0,654,0
M,28,25000.0,683,0
F,31,25000.0,653,2
M,47,32000.0,657,6
M,23,30000.0,661,0
M,34,14000.0,680,0
M,24,1700.0,679,0
M,25,35000.0,690,0
M,37,23000.0,659,1
M,22,17000.0,672,0
M,34,43000.0,726,1
M,48,28000.0,710,0
M,23,15000.0,678,1
M,24,25000.0,668,0
F,24,21000.0,671,0
M,27,22000.0,672,9
F,26,19000.0,734,0
F,34,100000.0,656,2
M,23,15000.0,698,0
M,41,23000.0,691,0
M,23,25000.0,690,0
M,36,39000.0,700,0
M,28,12500.0,682,11
M,40,23000.0,674,2
M,34,18000.0,673,0
F,49,50000.0,726,5
M,25,25000.0,687,0
M,41,20000.0,674,19
M,26,27500.0,712,0
M,42,25000.0,695,2
M,51,49000.0,696,0
M,30,38000.0,676,0
F,24,14200.0,680,0
M,54,21000.0,677,0
M,31,20000.0,654,6
M,39,18000.0,691,3
M,34,35000.0,668,0
M,44,15000.0,689,15
M,31,38000.0,657,0
M,37,40000.0,710,21
M,45,30000.0,692,12
M,32,30000.0,729,6
M,34,30000.0,682,0
M,34,50000.0,715,32
M,29,12000.0,707,0
M,34,14000.0,705,0
F,33,9500.0,668,0
M,27,18000.0,666,0
M,40,28000.0,680,0
M,23,18000.0,671,3
M,22,20000.0,677,0
M,61,30000.0,704,0
M,41,32000.0,647,1
M,32,35000.0,645,3
M,23,29000.0,669,0
M,50,90000.0,712,1
F,38,45000.0,682,1
M,38,29000.0,735,0
M,31,15000.0,679,0
M,37,15000.0,687,0
M,34,25000.0,684,4
M,31,50000.0,703,0
M,36,28000.0,698,0
M,26,23000.0,677,0
M,33,18500.0,642,5
M,36,26000.0,688,3
M,27,22000.0,666,1
M,31,20000.0,677,1
M,58,35000.0,678,0
M,38,15000.0,723,0
M,32,20000.0,687,0
M,41,60000.0,661,1
F,22,25000.0,586,0
M,32,15800.0,657,0
M,33,22000.0,698,0
M,35,28500.0,697,0
M,27,25000.0,685,0
M,33,24000.0,678,0
F,45,40000.0,714,0
M,28,35500.0,675,0
M,28,16000.0,687,0
F,43,13000.0,688,3
M,28,20000.0,694,0
M,40,18000.0,680,3
M,36,40000.0,683,2
M,25,18500.0,669,0
M,34,13500.0,678,0
M,31,39500.0,690,0
M,30,20600.0,699,0
M,37,23000.0,689,13
M,39,29000.0,667,12
M,30,22500.0,663,0
F,30,32000.0,687,0
F,32,13000.0,694,0
M,23,22000.0,687,0
M,33,20.0,695,5
M,43,33000.0,676,0
M,37,37000.0,706,1
M,24,25000.0,687,0
F,24,12000.0,680,1
M,24,15000.0,682,0
M,23,12000.0,709,0
M,27,23000.0,676,0
F,49,10.0,664,4
M,40,15000.0,698,1
M,22,25000.0,653,3
M,30,25000.0,689,0
M,30,18000.0,678,0
M,24,10000.0,680,0
F,36,80000.0,697,0
M,25,16000.0,677,0
M,32,13500.0,685,0
M,29,22000.0,694,0
M,32,22000.0,704,0
M,29,23000.0,673,0
M,35,37000.0,686,1
M,26,11000.0,661,0
M,34,25000.0,662,1
M,39,20000.0,708,0
M,46,46000.0,719,0
M,27,14000.0,686,0
F,37,10000.0,689,0
M,38,20000.0,662,10
M,29,50000.0,668,0
M,28,40000.0,684,0
M,31,24000.0,725,0
F,38,15000.0,679,6
M,43,20000.0,673,0
M,24,15000.0,675,0
M,28,20000.0,679,0
M,39,24427.0,695,0
M,33,9000.0,676,0
M,32,50000.0,678,2
M,26,11000.0,709,0
M,27,24000.0,683,0
F,42,30000.0,686,0
M,21,25000.0,670,0
M,37,12000.0,713,0
F,23,16500.0,655,0
M,37,25000.0,681,0
M,50,45000.0,691,2
M,31,12000.0,668,15
M,26,16000.0,655,0
M,37,53000.0,697,9
M,22,18500.0,672,1
F,27,25000.0,652,0
M,26,25698.0,670,0
M,22,20000.0,639,0
